,Unnamed: 0,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing,Age dependency ratio (% of working-age population) (% of working-age population),Physician_per_thousand,hospibed,pop,Lockdown Date
653,599,9103,Australia,2020-01-29,6,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
654,599,9103,Australia,2020-01-29,6,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
655,599,9103,Australia,2020-01-29,6,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
656,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
657,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
658,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
659,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
660,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
661,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
662,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
663,600,9426,Australia,2020-01-30,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
664,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
665,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
666,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
667,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
668,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
669,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
670,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
671,601,9425,Australia,2020-01-31,9,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
672,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
673,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
674,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
675,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
676,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
677,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
678,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
679,602,9646,Australia,2020-02-01,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
680,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
681,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
682,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
683,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
684,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
685,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
686,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
687,603,9645,Australia,2020-02-02,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
688,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
689,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
690,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
691,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
692,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
693,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
694,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
695,604,9644,Australia,2020-02-03,12,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
696,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
697,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
698,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
699,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
700,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
701,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
702,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
703,605,9705,Australia,2020-02-04,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
704,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
705,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
706,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
707,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
708,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
709,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
710,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
711,606,9714,Australia,2020-02-05,13,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
712,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
713,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
714,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
715,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
716,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
717,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
718,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
719,607,9780,Australia,2020-02-06,14,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
720,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
721,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
722,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
723,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
724,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
725,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
726,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
727,608,9850,Australia,2020-02-07,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
728,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
729,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
730,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
731,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
732,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
733,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
734,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
735,609,9856,Australia,2020-02-08,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
736,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
737,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
738,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
739,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
740,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
741,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
742,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
743,610,9848,Australia,2020-02-09,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
744,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
745,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
746,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
747,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
748,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
749,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
750,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
751,611,9846,Australia,2020-02-10,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
752,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
753,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
754,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
755,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
756,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
757,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
758,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
759,612,9845,Australia,2020-02-11,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
760,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
761,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
762,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
763,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
764,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
765,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
766,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
767,613,9843,Australia,2020-02-12,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
768,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
769,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
770,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
771,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
772,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
773,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
774,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
775,614,9842,Australia,2020-02-13,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
776,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
777,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
778,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
779,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
780,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
781,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
782,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
783,615,9841,Australia,2020-02-14,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
784,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
785,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
786,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
787,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
788,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
789,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
790,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
791,616,9838,Australia,2020-02-15,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
792,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
793,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
794,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
795,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
796,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
797,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
798,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
799,617,9815,Australia,2020-02-16,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
800,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
801,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
802,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
803,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
804,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
805,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
806,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
807,618,9840,Australia,2020-02-17,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
808,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
809,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
810,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
811,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
812,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
813,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
814,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
815,619,9844,Australia,2020-02-18,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
816,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
817,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
818,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
819,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
820,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
821,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
822,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
823,620,9851,Australia,2020-02-19,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
824,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
825,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
826,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
827,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
828,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
829,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
830,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
831,621,9852,Australia,2020-02-20,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
832,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
833,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
834,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
835,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
836,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
837,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
838,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
839,622,9847,Australia,2020-02-21,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
840,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
841,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
842,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
843,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
844,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
845,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
846,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
847,623,9835,Australia,2020-02-22,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
848,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
849,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
850,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
851,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
852,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
853,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
854,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",24/03/2020
855,624,9824,Australia,2020-02-23,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
856,625,9818,Australia,2020-02-24,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
857,625,9818,Australia,2020-02-24,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
858,625,9818,Australia,2020-02-24,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
859,625,9818,Australia,2020-02-24,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
860,625,9818,Australia,2020-02-24,15,3.249129487,0.9390000000000001,,113615.0,52.7093363336846,3.5874,3.8,"25,499,884",
