,Country_Region,Date,ConfirmedCases
6913,Djibouti,2020-03-02,0.0
10401,Djibouti,2020-04-01,33.0
6919,Djibouti,2020-02-25,0.0
6912,Djibouti,2020-03-03,0.0
6920,Djibouti,2020-02-24,0.0
10006,Djibouti,2020-03-30,18.0
6901,Djibouti,2020-01-30,0.0
6921,Djibouti,2020-02-23,0.0
6922,Djibouti,2020-02-22,0.0
6923,Djibouti,2020-02-21,0.0
6924,Djibouti,2020-02-20,0.0
6925,Djibouti,2020-02-19,0.0
6926,Djibouti,2020-02-18,0.0
6885,Djibouti,2020-02-03,0.0
6927,Djibouti,2020-02-17,0.0
6911,Djibouti,2020-03-04,0.0
6910,Djibouti,2020-03-05,0.0
6909,Djibouti,2020-03-06,0.0
6908,Djibouti,2020-03-07,0.0
6914,Djibouti,2020-03-01,0.0
6884,Djibouti,2020-02-04,0.0
10004,Djibouti,2020-03-29,18.0
6882,Djibouti,2020-02-06,0.0
6846,Djibouti,2020-03-14,0.0
6844,Djibouti,2020-03-15,0.0
6843,Djibouti,2020-03-16,0.0
6842,Djibouti,2020-03-17,0.0
9565,Djibouti,2020-03-25,11.0
9566,Djibouti,2020-03-26,11.0
6883,Djibouti,2020-02-05,0.0
9669,Djibouti,2020-03-27,12.0
8499,Djibouti,2020-03-24,3.0
8498,Djibouti,2020-03-23,3.0
9771,Djibouti,2020-03-28,14.0
6902,Djibouti,2020-03-12,0.0
6903,Djibouti,2020-02-13,0.0
6878,Djibouti,2020-02-10,0.0
6876,Djibouti,2020-03-11,0.0
6879,Djibouti,2020-02-09,0.0
6929,Djibouti,2020-02-27,0.0
6881,Djibouti,2020-02-07,0.0
6877,Djibouti,2020-02-11,0.0
6875,Djibouti,2020-03-13,0.0
6880,Djibouti,2020-02-08,0.0
6829,Dominica,2020-01-23,0.0
6858,Dominica,2020-02-19,0.0
6857,Dominica,2020-02-20,0.0
6830,Dominica,2020-01-22,0.0
6832,Dominica,2020-02-01,0.0
6871,Dominica,2020-02-06,0.0
6848,Dominica,2020-02-04,0.0
6849,Dominica,2020-02-28,0.0
6850,Dominica,2020-02-27,0.0
6851,Dominica,2020-02-26,0.0
6852,Dominica,2020-02-25,0.0
6853,Dominica,2020-02-24,0.0
6854,Dominica,2020-02-23,0.0
6847,Dominica,2020-02-02,0.0
6828,Dominica,2020-01-24,0.0
6826,Dominica,2020-01-26,0.0
6872,Dominica,2020-02-05,0.0
6870,Dominica,2020-02-07,0.0
6873,Dominica,2020-02-16,0.0
6869,Dominica,2020-02-08,0.0
6868,Dominica,2020-02-09,0.0
6867,Dominica,2020-02-10,0.0
6874,Dominica,2020-02-29,0.0
6866,Dominica,2020-02-11,0.0
6821,Dominica,2020-01-31,0.0
6827,Dominica,2020-01-25,0.0
6865,Dominica,2020-02-12,0.0
6822,Dominica,2020-01-30,0.0
6863,Dominica,2020-02-14,0.0
6823,Dominica,2020-01-29,0.0
6862,Dominica,2020-02-15,0.0
6861,Dominica,2020-02-17,0.0
6825,Dominica,2020-01-27,0.0
6860,Dominica,2020-02-03,0.0
6859,Dominica,2020-02-18,0.0
6864,Dominica,2020-02-13,0.0
6824,Dominica,2020-01-28,0.0
7002,Dominica,2020-03-14,0.0
7009,Dominica,2020-03-07,0.0
6932,Dominica,2020-03-03,0.0
8412,Dominica,2020-03-23,2.0
7010,Dominica,2020-03-06,0.0
8451,Dominica,2020-03-24,2.0
7003,Dominica,2020-03-13,0.0
9744,Dominica,2020-04-04,14.0
9657,Dominica,2020-03-31,12.0
9656,Dominica,2020-04-01,12.0
7008,Dominica,2020-03-08,0.0
9647,Dominica,2020-04-02,12.0
9643,Dominica,2020-04-03,12.0
9599,Dominica,2020-03-30,11.0
9595,Dominica,2020-03-29,11.0
7011,Dominica,2020-03-05,0.0
6986,Dominica,2020-03-02,0.0
7007,Dominica,2020-03-09,0.0
7006,Dominica,2020-03-10,0.0
9550,Dominica,2020-03-27,11.0
7005,Dominica,2020-03-11,0.0
9549,Dominica,2020-03-28,11.0
6995,Dominica,2020-03-21,0.0
6996,Dominica,2020-03-20,0.0
9170,Dominica,2020-03-25,7.0
7004,Dominica,2020-03-12,0.0
6997,Dominica,2020-03-19,0.0
6998,Dominica,2020-03-18,0.0
6999,Dominica,2020-03-17,0.0
7001,Dominica,2020-03-16,0.0
9572,Dominica,2020-03-26,11.0
7012,Dominica,2020-03-04,0.0
6856,Dominica,2020-02-21,0.0
6931,Dominica,2020-03-01,0.0
7569,Dominica,2020-03-22,1.0
6855,Dominica,2020-02-22,0.0
7013,Dominica,2020-03-15,0.0
7038,Dominican Republic,2020-01-31,0.0
6988,Dominican Republic,2020-02-22,0.0
7029,Dominican Republic,2020-02-10,0.0
7030,Dominican Republic,2020-02-08,0.0
7031,Dominican Republic,2020-02-07,0.0
6989,Dominican Republic,2020-01-24,0.0
7032,Dominican Republic,2020-02-06,0.0
7033,Dominican Republic,2020-02-05,0.0
6990,Dominican Republic,2020-01-23,0.0
6991,Dominican Republic,2020-01-22,0.0
6987,Dominican Republic,2020-02-24,0.0
7035,Dominican Republic,2020-02-03,0.0
7036,Dominican Republic,2020-02-02,0.0
7040,Dominican Republic,2020-01-29,0.0
7037,Dominican Republic,2020-02-01,0.0
7000,Dominican Republic,2020-01-25,0.0
7039,Dominican Republic,2020-01-30,0.0
7034,Dominican Republic,2020-02-04,0.0
7027,Dominican Republic,2020-02-11,0.0
7026,Dominican Republic,2020-02-12,0.0
7014,Dominican Republic,2020-02-23,0.0
7015,Dominican Republic,2020-01-26,0.0
7017,Dominican Republic,2020-02-21,0.0
7018,Dominican Republic,2020-02-20,0.0
7019,Dominican Republic,2020-02-19,0.0
11632,Dominican Republic,2020-03-22,202.0
11761,Dominican Republic,2020-03-23,245.0
6953,Dominican Republic,2020-02-29,0.0
7028,Dominican Republic,2020-01-27,0.0
6954,Dominican Republic,2020-02-28,0.0
7020,Dominican Republic,2020-02-18,0.0
7021,Dominican Republic,2020-02-17,0.0
7022,Dominican Republic,2020-02-16,0.0
7023,Dominican Republic,2020-02-15,0.0
7024,Dominican Republic,2020-02-14,0.0
6956,Dominican Republic,2020-02-26,0.0
7025,Dominican Republic,2020-02-13,0.0
6958,Dominican Republic,2020-02-25,0.0
6955,Dominican Republic,2020-02-27,0.0
7041,Dominican Republic,2020-02-09,0.0
12677,Dominican Republic,2020-04-03,1488.0
7016,Dominican Republic,2020-01-28,0.0
12475,Dominican Republic,2020-03-30,901.0
10429,Dominican Republic,2020-03-19,34.0
12448,Dominican Republic,2020-03-29,859.0
10102,Dominican Republic,2020-03-18,21.0
10098,Dominican Republic,2020-03-17,21.0
12560,Dominican Republic,2020-03-31,1109.0
12377,Dominican Republic,2020-03-28,719.0
12621,Dominican Republic,2020-04-01,1284.0
12645,Dominican Republic,2020-04-02,1380.0
9568,Dominican Republic,2020-03-16,11.0
12149,Dominican Republic,2020-03-26,488.0
9541,Dominican Republic,2020-03-15,11.0
12678,Dominican Republic,2020-04-04,1488.0
8990,Dominican Republic,2020-03-12,5.0
8989,Dominican Republic,2020-03-11,5.0
9543,Dominican Republic,2020-03-14,11.0
12026,Dominican Republic,2020-03-25,392.0
11255,Dominican Republic,2020-03-21,112.0
7422,Dominican Republic,2020-03-05,1.0
7423,Dominican Republic,2020-03-04,1.0
7440,Dominican Republic,2020-03-03,1.0
7460,Dominican Republic,2020-03-02,1.0
7462,Dominican Republic,2020-03-01,1.0
8225,Dominican Republic,2020-03-07,2.0
8988,Dominican Republic,2020-03-10,5.0
8226,Dominican Republic,2020-03-06,2.0
11900,Dominican Republic,2020-03-24,312.0
12236,Dominican Republic,2020-03-27,581.0
10934,Dominican Republic,2020-03-20,72.0
8986,Dominican Republic,2020-03-09,5.0
8951,Dominican Republic,2020-03-13,5.0
8978,Dominican Republic,2020-03-08,5.0
12902,Ecuador,2020-04-04,3465.0
6952,Ecuador,2020-01-22,0.0
6951,Ecuador,2020-01-23,0.0
6941,Ecuador,2020-02-02,0.0
11617,Ecuador,2020-03-19,199.0
6950,Ecuador,2020-01-24,0.0
6942,Ecuador,2020-02-01,0.0
6949,Ecuador,2020-01-25,0.0
6948,Ecuador,2020-01-26,0.0
6947,Ecuador,2020-01-27,0.0
6946,Ecuador,2020-01-28,0.0
6945,Ecuador,2020-01-30,0.0
9683,Ecuador,2020-03-05,13.0
9688,Ecuador,2020-03-06,13.0
6940,Ecuador,2020-02-03,0.0
12886,Ecuador,2020-04-02,3163.0
9690,Ecuador,2020-03-07,13.0
6944,Ecuador,2020-02-11,0.0
6977,Ecuador,2020-02-22,0.0
12175,Ecuador,2020-03-21,506.0
11990,Ecuador,2020-03-20,367.0
9083,Ecuador,2020-03-02,6.0
9084,Ecuador,2020-03-01,6.0
9214,Ecuador,2020-03-03,7.0
9521,Ecuador,2020-03-04,10.0
6985,Ecuador,2020-02-26,0.0
6984,Ecuador,2020-02-15,0.0
6983,Ecuador,2020-02-16,0.0
6982,Ecuador,2020-02-17,0.0
6981,Ecuador,2020-02-18,0.0
6980,Ecuador,2020-02-19,0.0
6979,Ecuador,2020-02-20,0.0
6978,Ecuador,2020-02-21,0.0
6939,Ecuador,2020-02-04,0.0
6976,Ecuador,2020-02-23,0.0
6975,Ecuador,2020-02-24,0.0
6974,Ecuador,2020-02-25,0.0
6973,Ecuador,2020-02-27,0.0
6972,Ecuador,2020-02-13,0.0
6971,Ecuador,2020-02-28,0.0
6970,Ecuador,2020-02-29,0.0
6960,Ecuador,2020-02-14,0.0
6959,Ecuador,2020-02-12,0.0
6957,Ecuador,2020-01-29,0.0
12893,Ecuador,2020-04-03,3368.0
6943,Ecuador,2020-01-31,0.0
12740,Ecuador,2020-03-28,1823.0
10493,Ecuador,2020-03-16,37.0
12552,Ecuador,2020-03-24,1082.0
12754,Ecuador,2020-03-29,1924.0
12506,Ecuador,2020-03-23,981.0
12652,Ecuador,2020-03-26,1403.0
9761,Ecuador,2020-03-08,14.0
10803,Ecuador,2020-03-17,58.0
10295,Ecuador,2020-03-15,28.0
10286,Ecuador,2020-03-14,28.0
9951,Ecuador,2020-03-13,17.0
12407,Ecuador,2020-03-22,789.0
9946,Ecuador,2020-03-11,17.0
12762,Ecuador,2020-03-30,1962.0
9948,Ecuador,2020-03-12,17.0
9805,Ecuador,2020-03-09,15.0
6938,Ecuador,2020-02-05,0.0
6937,Ecuador,2020-02-06,0.0
6936,Ecuador,2020-02-07,0.0
12851,Ecuador,2020-04-01,2748.0
11245,Ecuador,2020-03-18,111.0
6935,Ecuador,2020-02-08,0.0
6934,Ecuador,2020-02-09,0.0
12584,Ecuador,2020-03-25,1173.0
12701,Ecuador,2020-03-27,1595.0
9804,Ecuador,2020-03-10,15.0
12796,Ecuador,2020-03-31,2240.0
6933,Ecuador,2020-02-10,0.0
11928,Egypt,2020-03-22,327.0
8492,Egypt,2020-03-05,3.0
10893,Egypt,2020-03-12,67.0
6674,Egypt,2020-01-23,0.0
11003,Egypt,2020-03-13,80.0
8323,Egypt,2020-03-02,2.0
8322,Egypt,2020-03-03,2.0
8319,Egypt,2020-03-04,2.0
6675,Egypt,2020-01-22,0.0
6677,Egypt,2020-02-01,0.0
11986,Egypt,2020-03-23,366.0
8324,Egypt,2020-03-01,2.0
12290,Egypt,2020-03-30,656.0
7691,Egypt,2020-02-14,1.0
11231,Egypt,2020-03-15,110.0
11224,Egypt,2020-03-14,109.0
7632,Egypt,2020-02-29,1.0
7633,Egypt,2020-02-28,1.0
7634,Egypt,2020-02-27,1.0
7635,Egypt,2020-02-26,1.0
7636,Egypt,2020-02-25,1.0
7638,Egypt,2020-02-24,1.0
7661,Egypt,2020-02-23,1.0
7662,Egypt,2020-02-21,1.0
7682,Egypt,2020-02-22,1.0
7686,Egypt,2020-02-19,1.0
7687,Egypt,2020-02-18,1.0
7688,Egypt,2020-02-17,1.0
11853,Egypt,2020-03-20,285.0
7689,Egypt,2020-02-16,1.0
7690,Egypt,2020-02-15,1.0
11865,Egypt,2020-03-21,294.0
7685,Egypt,2020-02-20,1.0
12111,Egypt,2020-03-25,456.0
6672,Egypt,2020-01-25,0.0
6656,Egypt,2020-02-10,0.0
12507,Egypt,2020-04-03,985.0
6655,Egypt,2020-02-11,0.0
6654,Egypt,2020-02-12,0.0
12198,Egypt,2020-03-27,536.0
12231,Egypt,2020-03-28,576.0
6653,Egypt,2020-02-13,0.0
6657,Egypt,2020-02-09,0.0
12450,Egypt,2020-04-02,865.0
11786,Egypt,2020-03-19,256.0
12254,Egypt,2020-03-29,609.0
12353,Egypt,2020-03-31,710.0
9796,Egypt,2020-03-07,15.0
9793,Egypt,2020-03-06,15.0
11610,Egypt,2020-03-18,196.0
11607,Egypt,2020-03-17,196.0
12400,Egypt,2020-04-01,779.0
6673,Egypt,2020-01-24,0.0
6658,Egypt,2020-02-08,0.0
6660,Egypt,2020-02-06,0.0
10837,Egypt,2020-03-11,60.0
12044,Egypt,2020-03-24,402.0
6671,Egypt,2020-01-26,0.0
10827,Egypt,2020-03-10,59.0
6670,Egypt,2020-01-27,0.0
6669,Egypt,2020-01-28,0.0
6668,Egypt,2020-01-29,0.0
12544,Egypt,2020-04-04,1070.0
12161,Egypt,2020-03-26,495.0
6667,Egypt,2020-01-30,0.0
6666,Egypt,2020-01-31,0.0
6665,Egypt,2020-02-02,0.0
10681,Egypt,2020-03-08,49.0
6663,Egypt,2020-02-03,0.0
6662,Egypt,2020-02-04,0.0
6661,Egypt,2020-02-05,0.0
10773,Egypt,2020-03-09,55.0
11441,Egypt,2020-03-16,150.0
6659,Egypt,2020-02-07,0.0
6623,El Salvador,2020-02-18,0.0
6627,El Salvador,2020-03-12,0.0
6626,El Salvador,2020-03-13,0.0
6625,El Salvador,2020-03-14,0.0
6706,El Salvador,2020-03-16,0.0
6624,El Salvador,2020-02-19,0.0
6707,El Salvador,2020-03-17,0.0
6708,El Salvador,2020-03-18,0.0
6622,El Salvador,2020-02-17,0.0
6621,El Salvador,2020-02-16,0.0
6620,El Salvador,2020-01-24,0.0
6619,El Salvador,2020-01-25,0.0
6618,El Salvador,2020-01-26,0.0
6617,El Salvador,2020-01-27,0.0
6616,El Salvador,2020-01-28,0.0
6615,El Salvador,2020-01-29,0.0
6614,El Salvador,2020-01-30,0.0
6613,El Salvador,2020-01-31,0.0
6612,El Salvador,2020-02-01,0.0
6678,El Salvador,2020-03-15,0.0
6628,El Salvador,2020-03-11,0.0
6629,El Salvador,2020-03-10,0.0
6630,El Salvador,2020-03-09,0.0
6631,El Salvador,2020-03-08,0.0
6650,El Salvador,2020-01-22,0.0
6649,El Salvador,2020-03-02,0.0
6648,El Salvador,2020-02-20,0.0
6647,El Salvador,2020-02-21,0.0
6646,El Salvador,2020-02-22,0.0
6645,El Salvador,2020-02-23,0.0
6644,El Salvador,2020-02-24,0.0
6643,El Salvador,2020-02-25,0.0
6642,El Salvador,2020-02-26,0.0
6610,El Salvador,2020-02-03,0.0
6641,El Salvador,2020-02-27,0.0
6639,El Salvador,2020-02-29,0.0
6638,El Salvador,2020-03-01,0.0
6637,El Salvador,2020-03-03,0.0
6636,El Salvador,2020-01-23,0.0
6635,El Salvador,2020-03-04,0.0
7766,El Salvador,2020-03-19,1.0
6634,El Salvador,2020-03-05,0.0
6633,El Salvador,2020-03-06,0.0
6632,El Salvador,2020-03-07,0.0
6640,El Salvador,2020-02-28,0.0
6609,El Salvador,2020-02-04,0.0
6611,El Salvador,2020-02-02,0.0
7755,El Salvador,2020-03-20,1.0
10383,El Salvador,2020-03-31,32.0
8918,El Salvador,2020-03-24,5.0
8664,El Salvador,2020-03-21,3.0
8663,El Salvador,2020-03-22,3.0
8662,El Salvador,2020-03-23,3.0
10640,El Salvador,2020-04-03,46.0
6608,El Salvador,2020-02-05,0.0
10048,El Salvador,2020-03-28,19.0
6598,El Salvador,2020-02-15,0.0
6599,El Salvador,2020-02-14,0.0
6600,El Salvador,2020-02-13,0.0
6601,El Salvador,2020-02-12,0.0
6602,El Salvador,2020-02-11,0.0
9694,El Salvador,2020-03-27,13.0
9692,El Salvador,2020-03-26,13.0
6604,El Salvador,2020-02-09,0.0
9432,El Salvador,2020-03-25,9.0
10361,El Salvador,2020-03-30,30.0
10566,El Salvador,2020-04-02,41.0
6607,El Salvador,2020-02-06,0.0
6603,El Salvador,2020-02-10,0.0
10397,El Salvador,2020-04-01,32.0
10790,El Salvador,2020-04-04,56.0
6605,El Salvador,2020-02-08,0.0
10193,El Salvador,2020-03-29,24.0
6606,El Salvador,2020-02-07,0.0
9633,Equatorial Guinea,2020-03-28,12.0
9636,Equatorial Guinea,2020-03-29,12.0
9632,Equatorial Guinea,2020-03-27,12.0
9631,Equatorial Guinea,2020-03-26,12.0
6764,Equatorial Guinea,2020-03-03,0.0
6763,Equatorial Guinea,2020-03-05,0.0
6774,Equatorial Guinea,2020-01-25,0.0
6766,Equatorial Guinea,2020-02-02,0.0
9616,Equatorial Guinea,2020-03-30,12.0
9615,Equatorial Guinea,2020-03-31,12.0
6767,Equatorial Guinea,2020-02-01,0.0
6768,Equatorial Guinea,2020-01-31,0.0
6770,Equatorial Guinea,2020-01-29,0.0
6771,Equatorial Guinea,2020-01-28,0.0
6777,Equatorial Guinea,2020-01-23,0.0
6776,Equatorial Guinea,2020-02-04,0.0
9031,Equatorial Guinea,2020-03-22,6.0
6775,Equatorial Guinea,2020-01-24,0.0
9032,Equatorial Guinea,2020-03-21,6.0
6772,Equatorial Guinea,2020-01-27,0.0
6773,Equatorial Guinea,2020-01-26,0.0
6765,Equatorial Guinea,2020-02-03,0.0
6769,Equatorial Guinea,2020-01-30,0.0
7748,Equatorial Guinea,2020-03-17,1.0
6790,Equatorial Guinea,2020-03-04,0.0
6817,Equatorial Guinea,2020-02-19,0.0
6816,Equatorial Guinea,2020-02-08,0.0
6815,Equatorial Guinea,2020-02-09,0.0
6814,Equatorial Guinea,2020-02-10,0.0
6813,Equatorial Guinea,2020-02-11,0.0
9459,Equatorial Guinea,2020-03-24,9.0
6812,Equatorial Guinea,2020-02-12,0.0
6811,Equatorial Guinea,2020-02-13,0.0
6810,Equatorial Guinea,2020-02-14,0.0
6809,Equatorial Guinea,2020-02-15,0.0
6808,Equatorial Guinea,2020-02-16,0.0
6807,Equatorial Guinea,2020-02-17,0.0
6806,Equatorial Guinea,2020-02-18,0.0
6805,Equatorial Guinea,2020-02-20,0.0
6789,Equatorial Guinea,2020-01-22,0.0
6804,Equatorial Guinea,2020-02-06,0.0
6802,Equatorial Guinea,2020-02-22,0.0
9456,Equatorial Guinea,2020-03-23,9.0
6801,Equatorial Guinea,2020-02-23,0.0
6800,Equatorial Guinea,2020-02-24,0.0
6799,Equatorial Guinea,2020-02-25,0.0
6798,Equatorial Guinea,2020-02-26,0.0
6797,Equatorial Guinea,2020-02-27,0.0
6796,Equatorial Guinea,2020-02-28,0.0
6795,Equatorial Guinea,2020-02-29,0.0
6794,Equatorial Guinea,2020-03-01,0.0
6793,Equatorial Guinea,2020-03-02,0.0
6792,Equatorial Guinea,2020-02-07,0.0
9035,Equatorial Guinea,2020-03-20,6.0
6791,Equatorial Guinea,2020-02-05,0.0
6803,Equatorial Guinea,2020-02-21,0.0
9042,Equatorial Guinea,2020-03-19,6.0
6725,Equatorial Guinea,2020-03-14,0.0
6727,Equatorial Guinea,2020-03-12,0.0
9891,Equatorial Guinea,2020-04-04,16.0
9892,Equatorial Guinea,2020-04-03,16.0
9834,Equatorial Guinea,2020-04-02,15.0
6732,Equatorial Guinea,2020-03-07,0.0
6731,Equatorial Guinea,2020-03-08,0.0
6730,Equatorial Guinea,2020-03-09,0.0
6729,Equatorial Guinea,2020-03-10,0.0
6728,Equatorial Guinea,2020-03-11,0.0
6734,Equatorial Guinea,2020-03-06,0.0
9826,Equatorial Guinea,2020-04-01,15.0
8750,Equatorial Guinea,2020-03-18,4.0
6726,Equatorial Guinea,2020-03-13,0.0
7750,Equatorial Guinea,2020-03-15,1.0
9444,Equatorial Guinea,2020-03-25,9.0
7749,Equatorial Guinea,2020-03-16,1.0
9825,Eritrea,2020-03-31,15.0
9820,Eritrea,2020-04-01,15.0
1377,Eritrea,2020-03-17,0.0
4110,Eritrea,2020-02-29,0.0
9022,Eritrea,2020-03-27,6.0
4108,Eritrea,2020-03-02,0.0
1376,Eritrea,2020-03-04,0.0
1375,Eritrea,2020-03-05,0.0
1374,Eritrea,2020-03-06,0.0
6709,Eritrea,2020-01-31,0.0
6737,Eritrea,2020-02-28,0.0
1372,Eritrea,2020-03-08,0.0
6710,Eritrea,2020-01-30,0.0
5105,Eritrea,2020-03-01,0.0
7735,Eritrea,2020-03-21,1.0
7736,Eritrea,2020-03-22,1.0
7738,Eritrea,2020-03-23,1.0
7747,Eritrea,2020-03-24,1.0
1360,Eritrea,2020-03-20,0.0
10124,Eritrea,2020-04-03,22.0
1361,Eritrea,2020-03-19,0.0
10134,Eritrea,2020-04-02,22.0
1373,Eritrea,2020-03-07,0.0
1363,Eritrea,2020-03-18,0.0
1365,Eritrea,2020-03-15,0.0
1366,Eritrea,2020-03-14,0.0
1367,Eritrea,2020-03-13,0.0
1368,Eritrea,2020-03-12,0.0
1369,Eritrea,2020-03-11,0.0
1370,Eritrea,2020-03-10,0.0
8871,Eritrea,2020-03-25,4.0
1371,Eritrea,2020-03-09,0.0
9020,Eritrea,2020-03-28,6.0
1364,Eritrea,2020-03-16,0.0
6711,Eritrea,2020-01-29,0.0
6713,Eritrea,2020-01-27,0.0
6751,Eritrea,2020-02-14,0.0
6712,Eritrea,2020-01-28,0.0
6750,Eritrea,2020-02-15,0.0
6749,Eritrea,2020-02-17,0.0
6748,Eritrea,2020-02-03,0.0
6747,Eritrea,2020-02-18,0.0
6736,Eritrea,2020-02-04,0.0
6746,Eritrea,2020-02-19,0.0
6745,Eritrea,2020-02-20,0.0
6744,Eritrea,2020-02-21,0.0
6743,Eritrea,2020-02-22,0.0
6742,Eritrea,2020-02-23,0.0
6741,Eritrea,2020-02-24,0.0
6740,Eritrea,2020-02-25,0.0
9041,Eritrea,2020-03-26,6.0
6739,Eritrea,2020-02-26,0.0
6738,Eritrea,2020-02-27,0.0
10332,Eritrea,2020-04-04,29.0
6752,Eritrea,2020-02-13,0.0
6753,Eritrea,2020-02-12,0.0
2053,Eritrea,2020-03-03,0.0
6755,Eritrea,2020-02-10,0.0
6716,Eritrea,2020-01-24,0.0
6717,Eritrea,2020-01-23,0.0
6718,Eritrea,2020-01-22,0.0
6720,Eritrea,2020-02-01,0.0
6754,Eritrea,2020-02-11,0.0
9607,Eritrea,2020-03-30,12.0
9614,Eritrea,2020-03-29,12.0
6761,Eritrea,2020-02-16,0.0
6759,Eritrea,2020-02-06,0.0
6758,Eritrea,2020-02-07,0.0
6735,Eritrea,2020-02-02,0.0
6757,Eritrea,2020-02-08,0.0
6756,Eritrea,2020-02-09,0.0
6714,Eritrea,2020-01-26,0.0
6760,Eritrea,2020-02-05,0.0
6715,Eritrea,2020-01-25,0.0
7725,Estonia,2020-02-27,1.0
7719,Estonia,2020-03-01,1.0
7720,Estonia,2020-03-02,1.0
1408,Estonia,2020-02-06,0.0
1354,Estonia,2020-01-27,0.0
11271,Estonia,2020-03-14,115.0
8194,Estonia,2020-03-04,2.0
1409,Estonia,2020-02-19,0.0
8195,Estonia,2020-03-03,2.0
1393,Estonia,2020-02-21,0.0
1406,Estonia,2020-02-08,0.0
1380,Estonia,2020-02-05,0.0
1379,Estonia,2020-02-03,0.0
10998,Estonia,2020-03-13,79.0
8557,Estonia,2020-03-05,3.0
1362,Estonia,2020-02-02,0.0
1359,Estonia,2020-01-22,0.0
1388,Estonia,2020-02-26,0.0
1358,Estonia,2020-01-23,0.0
1356,Estonia,2020-01-25,0.0
1349,Estonia,2020-02-01,0.0
1350,Estonia,2020-01-31,0.0
1355,Estonia,2020-01-26,0.0
1351,Estonia,2020-01-30,0.0
1352,Estonia,2020-01-29,0.0
1357,Estonia,2020-01-24,0.0
1407,Estonia,2020-02-07,0.0
1389,Estonia,2020-02-25,0.0
1391,Estonia,2020-02-23,0.0
1405,Estonia,2020-02-09,0.0
1404,Estonia,2020-02-10,0.0
1403,Estonia,2020-02-11,0.0
1402,Estonia,2020-02-12,0.0
1401,Estonia,2020-02-13,0.0
1400,Estonia,2020-02-14,0.0
1390,Estonia,2020-02-24,0.0
1399,Estonia,2020-02-15,0.0
1397,Estonia,2020-02-17,0.0
1396,Estonia,2020-02-18,0.0
1395,Estonia,2020-02-20,0.0
1394,Estonia,2020-02-04,0.0
7718,Estonia,2020-02-29,1.0
1392,Estonia,2020-02-22,0.0
1398,Estonia,2020-02-16,0.0
7717,Estonia,2020-02-28,1.0
1353,Estonia,2020-01-28,0.0
12307,Estonia,2020-03-29,679.0
12230,Estonia,2020-03-27,575.0
11970,Estonia,2020-03-23,352.0
11995,Estonia,2020-03-24,369.0
12047,Estonia,2020-03-25,404.0
12279,Estonia,2020-03-28,645.0
9884,Estonia,2020-03-11,16.0
9651,Estonia,2020-03-10,12.0
9505,Estonia,2020-03-06,10.0
12374,Estonia,2020-03-30,715.0
9499,Estonia,2020-03-08,10.0
12204,Estonia,2020-03-26,538.0
12389,Estonia,2020-03-31,745.0
12401,Estonia,2020-04-01,779.0
12447,Estonia,2020-04-02,858.0
9496,Estonia,2020-03-09,10.0
9476,Estonia,2020-03-07,10.0
11889,Estonia,2020-03-21,306.0
11847,Estonia,2020-03-20,283.0
12496,Estonia,2020-04-03,961.0
9885,Estonia,2020-03-12,16.0
12529,Estonia,2020-04-04,1039.0
11519,Estonia,2020-03-15,171.0
11815,Estonia,2020-03-19,267.0
11645,Estonia,2020-03-16,205.0
11927,Estonia,2020-03-22,326.0
11702,Estonia,2020-03-17,225.0
11787,Estonia,2020-03-18,258.0
7641,Eswatini,2020-03-20,1.0
1297,Eswatini,2020-01-25,0.0
1300,Eswatini,2020-01-22,0.0
1298,Eswatini,2020-02-07,0.0
1299,Eswatini,2020-01-24,0.0
8808,Eswatini,2020-03-25,4.0
1313,Eswatini,2020-01-23,0.0
1316,Eswatini,2020-02-10,0.0
1315,Eswatini,2020-02-08,0.0
8772,Eswatini,2020-03-23,4.0
1296,Eswatini,2020-01-26,0.0
9427,Eswatini,2020-04-01,9.0
1294,Eswatini,2020-01-28,0.0
9429,Eswatini,2020-03-31,9.0
1412,Eswatini,2020-03-13,0.0
1411,Eswatini,2020-03-12,0.0
1410,Eswatini,2020-03-11,0.0
1285,Eswatini,2020-02-06,0.0
1286,Eswatini,2020-02-05,0.0
1295,Eswatini,2020-01-27,0.0
1287,Eswatini,2020-02-04,0.0
8771,Eswatini,2020-03-22,4.0
1289,Eswatini,2020-02-02,0.0
1290,Eswatini,2020-02-01,0.0
1291,Eswatini,2020-01-31,0.0
1292,Eswatini,2020-01-30,0.0
1293,Eswatini,2020-01-29,0.0
1288,Eswatini,2020-02-03,0.0
1317,Eswatini,2020-03-09,0.0
1318,Eswatini,2020-03-08,0.0
1340,Eswatini,2020-02-15,0.0
1339,Eswatini,2020-02-16,0.0
1319,Eswatini,2020-03-07,0.0
1341,Eswatini,2020-02-14,0.0
7768,Eswatini,2020-03-15,1.0
7767,Eswatini,2020-03-14,1.0
1342,Eswatini,2020-02-13,0.0
7660,Eswatini,2020-03-19,1.0
1343,Eswatini,2020-02-12,0.0
9437,Eswatini,2020-03-29,9.0
9435,Eswatini,2020-03-28,9.0
1344,Eswatini,2020-02-11,0.0
1345,Eswatini,2020-02-24,0.0
1346,Eswatini,2020-03-10,0.0
9434,Eswatini,2020-03-27,9.0
9420,Eswatini,2020-04-04,9.0
9433,Eswatini,2020-03-30,9.0
9422,Eswatini,2020-04-03,9.0
9423,Eswatini,2020-04-02,9.0
7704,Eswatini,2020-03-18,1.0
7706,Eswatini,2020-03-16,1.0
