,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing
3602,6902,Djibouti,2020-03-12,0,41.36842105,0.476,,
3603,6875,Djibouti,2020-03-13,0,41.36842105,0.476,,
3604,6846,Djibouti,2020-03-14,0,41.36842105,0.476,,
3605,6844,Djibouti,2020-03-15,0,41.36842105,0.476,,
3606,6843,Djibouti,2020-03-16,0,41.36842105,0.476,,
3607,6842,Djibouti,2020-03-17,0,41.36842105,0.476,,
3608,7497,Djibouti,2020-03-18,1,41.36842105,0.476,,
3609,7498,Djibouti,2020-03-19,1,41.36842105,0.476,,
3610,7499,Djibouti,2020-03-20,1,41.36842105,0.476,,
3611,7500,Djibouti,2020-03-21,1,41.36842105,0.476,,
3612,7501,Djibouti,2020-03-22,1,41.36842105,0.476,,
3613,8498,Djibouti,2020-03-23,3,41.36842105,0.476,,
3614,8499,Djibouti,2020-03-24,3,41.36842105,0.476,,
3615,9565,Djibouti,2020-03-25,11,41.36842105,0.476,,
3616,9566,Djibouti,2020-03-26,11,41.36842105,0.476,,
3617,9669,Djibouti,2020-03-27,12,41.36842105,0.476,,
3618,9771,Djibouti,2020-03-28,14,41.36842105,0.476,,
3619,10004,Djibouti,2020-03-29,18,41.36842105,0.476,,
3620,10006,Djibouti,2020-03-30,18,41.36842105,0.476,,
3621,10354,Djibouti,2020-03-31,30,41.36842105,0.476,,
3622,10401,Djibouti,2020-04-01,33,41.36842105,0.476,,
3623,10543,Djibouti,2020-04-02,40,41.36842105,0.476,,
3624,10679,Djibouti,2020-04-03,49,41.36842105,0.476,,
3625,10702,Djibouti,2020-04-04,50,41.36842105,0.476,,
3626,6830,Dominica,2020-01-22,0,95.5,0.715,,
3627,6829,Dominica,2020-01-23,0,95.5,0.715,,
3628,6828,Dominica,2020-01-24,0,95.5,0.715,,
3629,6827,Dominica,2020-01-25,0,95.5,0.715,,
3630,6826,Dominica,2020-01-26,0,95.5,0.715,,
3631,6825,Dominica,2020-01-27,0,95.5,0.715,,
3632,6824,Dominica,2020-01-28,0,95.5,0.715,,
3633,6823,Dominica,2020-01-29,0,95.5,0.715,,
3634,6822,Dominica,2020-01-30,0,95.5,0.715,,
3635,6821,Dominica,2020-01-31,0,95.5,0.715,,
3636,6832,Dominica,2020-02-01,0,95.5,0.715,,
3637,6847,Dominica,2020-02-02,0,95.5,0.715,,
3638,6860,Dominica,2020-02-03,0,95.5,0.715,,
3639,6848,Dominica,2020-02-04,0,95.5,0.715,,
3640,6872,Dominica,2020-02-05,0,95.5,0.715,,
3641,6871,Dominica,2020-02-06,0,95.5,0.715,,
3642,6870,Dominica,2020-02-07,0,95.5,0.715,,
3643,6869,Dominica,2020-02-08,0,95.5,0.715,,
3644,6868,Dominica,2020-02-09,0,95.5,0.715,,
3645,6867,Dominica,2020-02-10,0,95.5,0.715,,
3646,6866,Dominica,2020-02-11,0,95.5,0.715,,
3647,6865,Dominica,2020-02-12,0,95.5,0.715,,
3648,6864,Dominica,2020-02-13,0,95.5,0.715,,
3649,6863,Dominica,2020-02-14,0,95.5,0.715,,
3650,6862,Dominica,2020-02-15,0,95.5,0.715,,
3651,6873,Dominica,2020-02-16,0,95.5,0.715,,
3652,6861,Dominica,2020-02-17,0,95.5,0.715,,
3653,6859,Dominica,2020-02-18,0,95.5,0.715,,
3654,6858,Dominica,2020-02-19,0,95.5,0.715,,
3655,6857,Dominica,2020-02-20,0,95.5,0.715,,
3656,6856,Dominica,2020-02-21,0,95.5,0.715,,
3657,6855,Dominica,2020-02-22,0,95.5,0.715,,
3658,6854,Dominica,2020-02-23,0,95.5,0.715,,
3659,6853,Dominica,2020-02-24,0,95.5,0.715,,
3660,6852,Dominica,2020-02-25,0,95.5,0.715,,
3661,6851,Dominica,2020-02-26,0,95.5,0.715,,
3662,6850,Dominica,2020-02-27,0,95.5,0.715,,
3663,6849,Dominica,2020-02-28,0,95.5,0.715,,
3664,6874,Dominica,2020-02-29,0,95.5,0.715,,
3665,6931,Dominica,2020-03-01,0,95.5,0.715,,
3666,6986,Dominica,2020-03-02,0,95.5,0.715,,
3667,6932,Dominica,2020-03-03,0,95.5,0.715,,
3668,7012,Dominica,2020-03-04,0,95.5,0.715,,
3669,7011,Dominica,2020-03-05,0,95.5,0.715,,
3670,7010,Dominica,2020-03-06,0,95.5,0.715,,
3671,7009,Dominica,2020-03-07,0,95.5,0.715,,
3672,7008,Dominica,2020-03-08,0,95.5,0.715,,
3673,7007,Dominica,2020-03-09,0,95.5,0.715,,
3674,7006,Dominica,2020-03-10,0,95.5,0.715,,
3675,7005,Dominica,2020-03-11,0,95.5,0.715,,
3676,7004,Dominica,2020-03-12,0,95.5,0.715,,
3677,7003,Dominica,2020-03-13,0,95.5,0.715,,
3678,7002,Dominica,2020-03-14,0,95.5,0.715,,
3679,7013,Dominica,2020-03-15,0,95.5,0.715,,
3680,7001,Dominica,2020-03-16,0,95.5,0.715,,
3681,6999,Dominica,2020-03-17,0,95.5,0.715,,
3682,6998,Dominica,2020-03-18,0,95.5,0.715,,
3683,6997,Dominica,2020-03-19,0,95.5,0.715,,
3684,6996,Dominica,2020-03-20,0,95.5,0.715,,
3685,6995,Dominica,2020-03-21,0,95.5,0.715,,
3686,7569,Dominica,2020-03-22,1,95.5,0.715,,
3687,8412,Dominica,2020-03-23,2,95.5,0.715,,
3688,8451,Dominica,2020-03-24,2,95.5,0.715,,
3689,9170,Dominica,2020-03-25,7,95.5,0.715,,
3690,9572,Dominica,2020-03-26,11,95.5,0.715,,
3691,9550,Dominica,2020-03-27,11,95.5,0.715,,
3692,9549,Dominica,2020-03-28,11,95.5,0.715,,
3693,9595,Dominica,2020-03-29,11,95.5,0.715,,
3694,9599,Dominica,2020-03-30,11,95.5,0.715,,
3695,9657,Dominica,2020-03-31,12,95.5,0.715,,
3696,9656,Dominica,2020-04-01,12,95.5,0.715,,
3697,9647,Dominica,2020-04-02,12,95.5,0.715,,
3698,9643,Dominica,2020-04-03,12,95.5,0.715,,
3699,9744,Dominica,2020-04-04,14,95.5,0.715,,
3700,6991,Dominican Republic,2020-01-22,0,219.9785759,0.736,,
3701,6990,Dominican Republic,2020-01-23,0,219.9785759,0.736,,
3702,6989,Dominican Republic,2020-01-24,0,219.9785759,0.736,,
3703,7000,Dominican Republic,2020-01-25,0,219.9785759,0.736,,
3704,7015,Dominican Republic,2020-01-26,0,219.9785759,0.736,,
3705,7028,Dominican Republic,2020-01-27,0,219.9785759,0.736,,
3706,7016,Dominican Republic,2020-01-28,0,219.9785759,0.736,,
3707,7040,Dominican Republic,2020-01-29,0,219.9785759,0.736,,
3708,7039,Dominican Republic,2020-01-30,0,219.9785759,0.736,,
3709,7038,Dominican Republic,2020-01-31,0,219.9785759,0.736,,
3710,7037,Dominican Republic,2020-02-01,0,219.9785759,0.736,,
3711,7036,Dominican Republic,2020-02-02,0,219.9785759,0.736,,
3712,7035,Dominican Republic,2020-02-03,0,219.9785759,0.736,,
3713,7034,Dominican Republic,2020-02-04,0,219.9785759,0.736,,
3714,7033,Dominican Republic,2020-02-05,0,219.9785759,0.736,,
3715,7032,Dominican Republic,2020-02-06,0,219.9785759,0.736,,
3716,7031,Dominican Republic,2020-02-07,0,219.9785759,0.736,,
3717,7030,Dominican Republic,2020-02-08,0,219.9785759,0.736,,
3718,7041,Dominican Republic,2020-02-09,0,219.9785759,0.736,,
3719,7029,Dominican Republic,2020-02-10,0,219.9785759,0.736,,
3720,7027,Dominican Republic,2020-02-11,0,219.9785759,0.736,,
3721,7026,Dominican Republic,2020-02-12,0,219.9785759,0.736,,
3722,7025,Dominican Republic,2020-02-13,0,219.9785759,0.736,,
3723,7024,Dominican Republic,2020-02-14,0,219.9785759,0.736,,
3724,7023,Dominican Republic,2020-02-15,0,219.9785759,0.736,,
3725,7022,Dominican Republic,2020-02-16,0,219.9785759,0.736,,
3726,7021,Dominican Republic,2020-02-17,0,219.9785759,0.736,,
3727,7020,Dominican Republic,2020-02-18,0,219.9785759,0.736,,
3728,7019,Dominican Republic,2020-02-19,0,219.9785759,0.736,,
3729,7018,Dominican Republic,2020-02-20,0,219.9785759,0.736,,
3730,7017,Dominican Republic,2020-02-21,0,219.9785759,0.736,,
3731,6988,Dominican Republic,2020-02-22,0,219.9785759,0.736,,
3732,7014,Dominican Republic,2020-02-23,0,219.9785759,0.736,,
3733,6987,Dominican Republic,2020-02-24,0,219.9785759,0.736,,
3734,6958,Dominican Republic,2020-02-25,0,219.9785759,0.736,,
3735,6956,Dominican Republic,2020-02-26,0,219.9785759,0.736,,
3736,6955,Dominican Republic,2020-02-27,0,219.9785759,0.736,,
3737,6954,Dominican Republic,2020-02-28,0,219.9785759,0.736,,
3738,6953,Dominican Republic,2020-02-29,0,219.9785759,0.736,,
3739,7462,Dominican Republic,2020-03-01,1,219.9785759,0.736,,
3740,7460,Dominican Republic,2020-03-02,1,219.9785759,0.736,,
3741,7440,Dominican Republic,2020-03-03,1,219.9785759,0.736,,
3742,7423,Dominican Republic,2020-03-04,1,219.9785759,0.736,,
3743,7422,Dominican Republic,2020-03-05,1,219.9785759,0.736,,
3744,8226,Dominican Republic,2020-03-06,2,219.9785759,0.736,,
3745,8225,Dominican Republic,2020-03-07,2,219.9785759,0.736,,
3746,8978,Dominican Republic,2020-03-08,5,219.9785759,0.736,,
3747,8986,Dominican Republic,2020-03-09,5,219.9785759,0.736,,
3748,8988,Dominican Republic,2020-03-10,5,219.9785759,0.736,,
3749,8989,Dominican Republic,2020-03-11,5,219.9785759,0.736,,
3750,8990,Dominican Republic,2020-03-12,5,219.9785759,0.736,,
3751,8951,Dominican Republic,2020-03-13,5,219.9785759,0.736,,
3752,9543,Dominican Republic,2020-03-14,11,219.9785759,0.736,,
3753,9541,Dominican Republic,2020-03-15,11,219.9785759,0.736,,
3754,9568,Dominican Republic,2020-03-16,11,219.9785759,0.736,,
3755,10098,Dominican Republic,2020-03-17,21,219.9785759,0.736,,
3756,10102,Dominican Republic,2020-03-18,21,219.9785759,0.736,,
3757,10429,Dominican Republic,2020-03-19,34,219.9785759,0.736,,
3758,10934,Dominican Republic,2020-03-20,72,219.9785759,0.736,,
3759,11255,Dominican Republic,2020-03-21,112,219.9785759,0.736,,
3760,11632,Dominican Republic,2020-03-22,202,219.9785759,0.736,,
3761,11761,Dominican Republic,2020-03-23,245,219.9785759,0.736,,
3762,11900,Dominican Republic,2020-03-24,312,219.9785759,0.736,,
3763,12026,Dominican Republic,2020-03-25,392,219.9785759,0.736,,
3764,12149,Dominican Republic,2020-03-26,488,219.9785759,0.736,,
3765,12236,Dominican Republic,2020-03-27,581,219.9785759,0.736,,
3766,12377,Dominican Republic,2020-03-28,719,219.9785759,0.736,,
3767,12448,Dominican Republic,2020-03-29,859,219.9785759,0.736,,
3768,12475,Dominican Republic,2020-03-30,901,219.9785759,0.736,,
3769,12560,Dominican Republic,2020-03-31,1109,219.9785759,0.736,,
3770,12621,Dominican Republic,2020-04-01,1284,219.9785759,0.736,,
3771,12645,Dominican Republic,2020-04-02,1380,219.9785759,0.736,,
3772,12677,Dominican Republic,2020-04-03,1488,219.9785759,0.736,,
3773,12678,Dominican Republic,2020-04-04,1488,219.9785759,0.736,,
3774,6952,Ecuador,2020-01-22,0,68.78868175,0.752,,
3775,6951,Ecuador,2020-01-23,0,68.78868175,0.752,,
3776,6950,Ecuador,2020-01-24,0,68.78868175,0.752,,
3777,6949,Ecuador,2020-01-25,0,68.78868175,0.752,,
3778,6948,Ecuador,2020-01-26,0,68.78868175,0.752,,
3779,6947,Ecuador,2020-01-27,0,68.78868175,0.752,,
3780,6946,Ecuador,2020-01-28,0,68.78868175,0.752,,
3781,6957,Ecuador,2020-01-29,0,68.78868175,0.752,,
3782,6945,Ecuador,2020-01-30,0,68.78868175,0.752,,
3783,6943,Ecuador,2020-01-31,0,68.78868175,0.752,,
3784,6942,Ecuador,2020-02-01,0,68.78868175,0.752,,
3785,6941,Ecuador,2020-02-02,0,68.78868175,0.752,,
3786,6940,Ecuador,2020-02-03,0,68.78868175,0.752,,
3787,6939,Ecuador,2020-02-04,0,68.78868175,0.752,,
3788,6938,Ecuador,2020-02-05,0,68.78868175,0.752,,
3789,6937,Ecuador,2020-02-06,0,68.78868175,0.752,,
3790,6936,Ecuador,2020-02-07,0,68.78868175,0.752,,
3791,6935,Ecuador,2020-02-08,0,68.78868175,0.752,,
3792,6934,Ecuador,2020-02-09,0,68.78868175,0.752,,
3793,6933,Ecuador,2020-02-10,0,68.78868175,0.752,,
3794,6944,Ecuador,2020-02-11,0,68.78868175,0.752,,
3795,6959,Ecuador,2020-02-12,0,68.78868175,0.752,,
3796,6972,Ecuador,2020-02-13,0,68.78868175,0.752,,
3797,6960,Ecuador,2020-02-14,0,68.78868175,0.752,,
3798,6984,Ecuador,2020-02-15,0,68.78868175,0.752,,
3799,6983,Ecuador,2020-02-16,0,68.78868175,0.752,,
3800,6982,Ecuador,2020-02-17,0,68.78868175,0.752,,
3801,6981,Ecuador,2020-02-18,0,68.78868175,0.752,,
3802,6980,Ecuador,2020-02-19,0,68.78868175,0.752,,
3803,6979,Ecuador,2020-02-20,0,68.78868175,0.752,,
3804,6978,Ecuador,2020-02-21,0,68.78868175,0.752,,
3805,6977,Ecuador,2020-02-22,0,68.78868175,0.752,,
3806,6976,Ecuador,2020-02-23,0,68.78868175,0.752,,
3807,6975,Ecuador,2020-02-24,0,68.78868175,0.752,,
3808,6974,Ecuador,2020-02-25,0,68.78868175,0.752,,
3809,6985,Ecuador,2020-02-26,0,68.78868175,0.752,,
3810,6973,Ecuador,2020-02-27,0,68.78868175,0.752,,
3811,6971,Ecuador,2020-02-28,0,68.78868175,0.752,,
3812,6970,Ecuador,2020-02-29,0,68.78868175,0.752,,
3813,9084,Ecuador,2020-03-01,6,68.78868175,0.752,,
3814,9083,Ecuador,2020-03-02,6,68.78868175,0.752,,
3815,9214,Ecuador,2020-03-03,7,68.78868175,0.752,,
3816,9521,Ecuador,2020-03-04,10,68.78868175,0.752,,
3817,9683,Ecuador,2020-03-05,13,68.78868175,0.752,,
3818,9688,Ecuador,2020-03-06,13,68.78868175,0.752,,
3819,9690,Ecuador,2020-03-07,13,68.78868175,0.752,,
3820,9761,Ecuador,2020-03-08,14,68.78868175,0.752,,
3821,9805,Ecuador,2020-03-09,15,68.78868175,0.752,,
3822,9804,Ecuador,2020-03-10,15,68.78868175,0.752,,
3823,9946,Ecuador,2020-03-11,17,68.78868175,0.752,,
3824,9948,Ecuador,2020-03-12,17,68.78868175,0.752,,
3825,9951,Ecuador,2020-03-13,17,68.78868175,0.752,,
3826,10286,Ecuador,2020-03-14,28,68.78868175,0.752,,
3827,10295,Ecuador,2020-03-15,28,68.78868175,0.752,,
3828,10493,Ecuador,2020-03-16,37,68.78868175,0.752,,
3829,10803,Ecuador,2020-03-17,58,68.78868175,0.752,,
3830,11245,Ecuador,2020-03-18,111,68.78868175,0.752,762,
3831,11617,Ecuador,2020-03-19,199,68.78868175,0.752,1153,
3832,11990,Ecuador,2020-03-20,367,68.78868175,0.752,1670,
3833,12175,Ecuador,2020-03-21,506,68.78868175,0.752,2051,
3834,12407,Ecuador,2020-03-22,789,68.78868175,0.752,2360,
3835,12506,Ecuador,2020-03-23,981,68.78868175,0.752,2780,
3836,12552,Ecuador,2020-03-24,1082,68.78868175,0.752,3618,
3837,12584,Ecuador,2020-03-25,1173,68.78868175,0.752,4290,
3838,12652,Ecuador,2020-03-26,1403,68.78868175,0.752,5090,
3839,12701,Ecuador,2020-03-27,1595,68.78868175,0.752,5915,
3840,12740,Ecuador,2020-03-28,1823,68.78868175,0.752,6615,
3841,12754,Ecuador,2020-03-29,1924,68.78868175,0.752,6992,
3842,12762,Ecuador,2020-03-30,1962,68.78868175,0.752,7451,
3843,12796,Ecuador,2020-03-31,2240,68.78868175,0.752,8251,
3844,12851,Ecuador,2020-04-01,2748,68.78868175,0.752,9019,
3845,12886,Ecuador,2020-04-02,3163,68.78868175,0.752,9604,
3846,12893,Ecuador,2020-04-03,3368,68.78868175,0.752,,
3847,12902,Ecuador,2020-04-04,3465,68.78868175,0.752,,
3848,6675,Egypt,2020-01-22,0,98.87346929,0.696,,
3849,6674,Egypt,2020-01-23,0,98.87346929,0.696,,
3850,6673,Egypt,2020-01-24,0,98.87346929,0.696,,
3851,6672,Egypt,2020-01-25,0,98.87346929,0.696,,
3852,6671,Egypt,2020-01-26,0,98.87346929,0.696,,
3853,6670,Egypt,2020-01-27,0,98.87346929,0.696,,
3854,6669,Egypt,2020-01-28,0,98.87346929,0.696,,
3855,6668,Egypt,2020-01-29,0,98.87346929,0.696,,
3856,6667,Egypt,2020-01-30,0,98.87346929,0.696,,
3857,6666,Egypt,2020-01-31,0,98.87346929,0.696,,
3858,6677,Egypt,2020-02-01,0,98.87346929,0.696,,
3859,6665,Egypt,2020-02-02,0,98.87346929,0.696,,
3860,6663,Egypt,2020-02-03,0,98.87346929,0.696,,
3861,6662,Egypt,2020-02-04,0,98.87346929,0.696,,
3862,6661,Egypt,2020-02-05,0,98.87346929,0.696,,
3863,6660,Egypt,2020-02-06,0,98.87346929,0.696,,
3864,6659,Egypt,2020-02-07,0,98.87346929,0.696,,
3865,6658,Egypt,2020-02-08,0,98.87346929,0.696,,
3866,6657,Egypt,2020-02-09,0,98.87346929,0.696,,
3867,6656,Egypt,2020-02-10,0,98.87346929,0.696,,
3868,6655,Egypt,2020-02-11,0,98.87346929,0.696,,
3869,6654,Egypt,2020-02-12,0,98.87346929,0.696,,
3870,6653,Egypt,2020-02-13,0,98.87346929,0.696,,
3871,7691,Egypt,2020-02-14,1,98.87346929,0.696,,
3872,7690,Egypt,2020-02-15,1,98.87346929,0.696,,
3873,7689,Egypt,2020-02-16,1,98.87346929,0.696,,
3874,7688,Egypt,2020-02-17,1,98.87346929,0.696,,
3875,7687,Egypt,2020-02-18,1,98.87346929,0.696,,
3876,7686,Egypt,2020-02-19,1,98.87346929,0.696,,
3877,7685,Egypt,2020-02-20,1,98.87346929,0.696,,
3878,7662,Egypt,2020-02-21,1,98.87346929,0.696,,
3879,7682,Egypt,2020-02-22,1,98.87346929,0.696,,
3880,7661,Egypt,2020-02-23,1,98.87346929,0.696,,
3881,7638,Egypt,2020-02-24,1,98.87346929,0.696,,
3882,7636,Egypt,2020-02-25,1,98.87346929,0.696,,
3883,7635,Egypt,2020-02-26,1,98.87346929,0.696,,
3884,7634,Egypt,2020-02-27,1,98.87346929,0.696,,
3885,7633,Egypt,2020-02-28,1,98.87346929,0.696,,
3886,7632,Egypt,2020-02-29,1,98.87346929,0.696,,
3887,8324,Egypt,2020-03-01,2,98.87346929,0.696,,
3888,8323,Egypt,2020-03-02,2,98.87346929,0.696,,
3889,8322,Egypt,2020-03-03,2,98.87346929,0.696,,
3890,8319,Egypt,2020-03-04,2,98.87346929,0.696,,
3891,8492,Egypt,2020-03-05,3,98.87346929,0.696,,
3892,9793,Egypt,2020-03-06,15,98.87346929,0.696,,
3893,9796,Egypt,2020-03-07,15,98.87346929,0.696,,
3894,10681,Egypt,2020-03-08,49,98.87346929,0.696,,
3895,10773,Egypt,2020-03-09,55,98.87346929,0.696,,
3896,10827,Egypt,2020-03-10,59,98.87346929,0.696,,
3897,10837,Egypt,2020-03-11,60,98.87346929,0.696,,
3898,10893,Egypt,2020-03-12,67,98.87346929,0.696,,
3899,11003,Egypt,2020-03-13,80,98.87346929,0.696,,
3900,11224,Egypt,2020-03-14,109,98.87346929,0.696,,
3901,11231,Egypt,2020-03-15,110,98.87346929,0.696,,
3902,11441,Egypt,2020-03-16,150,98.87346929,0.696,,
3903,11607,Egypt,2020-03-17,196,98.87346929,0.696,,
3904,11610,Egypt,2020-03-18,196,98.87346929,0.696,,
3905,11786,Egypt,2020-03-19,256,98.87346929,0.696,,
3906,11853,Egypt,2020-03-20,285,98.87346929,0.696,,
3907,11865,Egypt,2020-03-21,294,98.87346929,0.696,,
3908,11928,Egypt,2020-03-22,327,98.87346929,0.696,,
3909,11986,Egypt,2020-03-23,366,98.87346929,0.696,,
3910,12044,Egypt,2020-03-24,402,98.87346929,0.696,,
3911,12111,Egypt,2020-03-25,456,98.87346929,0.696,,
3912,12161,Egypt,2020-03-26,495,98.87346929,0.696,,
3913,12198,Egypt,2020-03-27,536,98.87346929,0.696,,
3914,12231,Egypt,2020-03-28,576,98.87346929,0.696,,
3915,12254,Egypt,2020-03-29,609,98.87346929,0.696,,
3916,12290,Egypt,2020-03-30,656,98.87346929,0.696,,
3917,12353,Egypt,2020-03-31,710,98.87346929,0.696,,
3918,12400,Egypt,2020-04-01,779,98.87346929,0.696,,
3919,12450,Egypt,2020-04-02,865,98.87346929,0.696,,
3920,12507,Egypt,2020-04-03,985,98.87346929,0.696,,
3921,12544,Egypt,2020-04-04,1070,98.87346929,0.696,,
3922,6650,El Salvador,2020-01-22,0,309.8814672,0.674,,
3923,6636,El Salvador,2020-01-23,0,309.8814672,0.674,,
3924,6620,El Salvador,2020-01-24,0,309.8814672,0.674,,
3925,6619,El Salvador,2020-01-25,0,309.8814672,0.674,,
3926,6618,El Salvador,2020-01-26,0,309.8814672,0.674,,
3927,6617,El Salvador,2020-01-27,0,309.8814672,0.674,,
3928,6616,El Salvador,2020-01-28,0,309.8814672,0.674,,
3929,6615,El Salvador,2020-01-29,0,309.8814672,0.674,,
3930,6614,El Salvador,2020-01-30,0,309.8814672,0.674,,
3931,6613,El Salvador,2020-01-31,0,309.8814672,0.674,,
3932,6612,El Salvador,2020-02-01,0,309.8814672,0.674,,
3933,6611,El Salvador,2020-02-02,0,309.8814672,0.674,,
3934,6610,El Salvador,2020-02-03,0,309.8814672,0.674,,
3935,6609,El Salvador,2020-02-04,0,309.8814672,0.674,,
3936,6608,El Salvador,2020-02-05,0,309.8814672,0.674,,
3937,6607,El Salvador,2020-02-06,0,309.8814672,0.674,,
3938,6606,El Salvador,2020-02-07,0,309.8814672,0.674,,
3939,6605,El Salvador,2020-02-08,0,309.8814672,0.674,,
3940,6604,El Salvador,2020-02-09,0,309.8814672,0.674,,
3941,6603,El Salvador,2020-02-10,0,309.8814672,0.674,,
3942,6602,El Salvador,2020-02-11,0,309.8814672,0.674,,
3943,6601,El Salvador,2020-02-12,0,309.8814672,0.674,,
3944,6600,El Salvador,2020-02-13,0,309.8814672,0.674,,
3945,6599,El Salvador,2020-02-14,0,309.8814672,0.674,,
3946,6598,El Salvador,2020-02-15,0,309.8814672,0.674,,
3947,6621,El Salvador,2020-02-16,0,309.8814672,0.674,,
3948,6622,El Salvador,2020-02-17,0,309.8814672,0.674,,
3949,6623,El Salvador,2020-02-18,0,309.8814672,0.674,,
3950,6624,El Salvador,2020-02-19,0,309.8814672,0.674,,
3951,6648,El Salvador,2020-02-20,0,309.8814672,0.674,,
3952,6647,El Salvador,2020-02-21,0,309.8814672,0.674,,
3953,6646,El Salvador,2020-02-22,0,309.8814672,0.674,,
3954,6645,El Salvador,2020-02-23,0,309.8814672,0.674,,
3955,6644,El Salvador,2020-02-24,0,309.8814672,0.674,,
3956,6643,El Salvador,2020-02-25,0,309.8814672,0.674,,
3957,6642,El Salvador,2020-02-26,0,309.8814672,0.674,,
3958,6641,El Salvador,2020-02-27,0,309.8814672,0.674,,
3959,6640,El Salvador,2020-02-28,0,309.8814672,0.674,,
3960,6639,El Salvador,2020-02-29,0,309.8814672,0.674,,
3961,6638,El Salvador,2020-03-01,0,309.8814672,0.674,,
3962,6649,El Salvador,2020-03-02,0,309.8814672,0.674,,
3963,6637,El Salvador,2020-03-03,0,309.8814672,0.674,,
3964,6635,El Salvador,2020-03-04,0,309.8814672,0.674,,
3965,6634,El Salvador,2020-03-05,0,309.8814672,0.674,,
3966,6633,El Salvador,2020-03-06,0,309.8814672,0.674,,
3967,6632,El Salvador,2020-03-07,0,309.8814672,0.674,,
3968,6631,El Salvador,2020-03-08,0,309.8814672,0.674,,
3969,6630,El Salvador,2020-03-09,0,309.8814672,0.674,,
3970,6629,El Salvador,2020-03-10,0,309.8814672,0.674,,
3971,6628,El Salvador,2020-03-11,0,309.8814672,0.674,,
3972,6627,El Salvador,2020-03-12,0,309.8814672,0.674,,
3973,6626,El Salvador,2020-03-13,0,309.8814672,0.674,,
3974,6625,El Salvador,2020-03-14,0,309.8814672,0.674,,
3975,6678,El Salvador,2020-03-15,0,309.8814672,0.674,,
3976,6706,El Salvador,2020-03-16,0,309.8814672,0.674,,
3977,6707,El Salvador,2020-03-17,0,309.8814672,0.674,,
3978,6708,El Salvador,2020-03-18,0,309.8814672,0.674,,
3979,7766,El Salvador,2020-03-19,1,309.8814672,0.674,,
3980,7755,El Salvador,2020-03-20,1,309.8814672,0.674,,
3981,8664,El Salvador,2020-03-21,3,309.8814672,0.674,,
3982,8663,El Salvador,2020-03-22,3,309.8814672,0.674,,
3983,8662,El Salvador,2020-03-23,3,309.8814672,0.674,,
3984,8918,El Salvador,2020-03-24,5,309.8814672,0.674,,
3985,9432,El Salvador,2020-03-25,9,309.8814672,0.674,,
3986,9692,El Salvador,2020-03-26,13,309.8814672,0.674,,
3987,9694,El Salvador,2020-03-27,13,309.8814672,0.674,,
3988,10048,El Salvador,2020-03-28,19,309.8814672,0.674,,
3989,10193,El Salvador,2020-03-29,24,309.8814672,0.674,,
3990,10361,El Salvador,2020-03-30,30,309.8814672,0.674,,
3991,10383,El Salvador,2020-03-31,32,309.8814672,0.674,,
3992,10397,El Salvador,2020-04-01,32,309.8814672,0.674,,
3993,10566,El Salvador,2020-04-02,41,309.8814672,0.674,,
3994,10640,El Salvador,2020-04-03,46,309.8814672,0.674,,
3995,10790,El Salvador,2020-04-04,56,309.8814672,0.674,,
3996,6789,Equatorial Guinea,2020-01-22,0,46.66573975,0.591,,
3997,6777,Equatorial Guinea,2020-01-23,0,46.66573975,0.591,,
3998,6775,Equatorial Guinea,2020-01-24,0,46.66573975,0.591,,
3999,6774,Equatorial Guinea,2020-01-25,0,46.66573975,0.591,,
4000,6773,Equatorial Guinea,2020-01-26,0,46.66573975,0.591,,
4001,6772,Equatorial Guinea,2020-01-27,0,46.66573975,0.591,,
4002,6771,Equatorial Guinea,2020-01-28,0,46.66573975,0.591,,
4003,6770,Equatorial Guinea,2020-01-29,0,46.66573975,0.591,,
4004,6769,Equatorial Guinea,2020-01-30,0,46.66573975,0.591,,
4005,6768,Equatorial Guinea,2020-01-31,0,46.66573975,0.591,,
4006,6767,Equatorial Guinea,2020-02-01,0,46.66573975,0.591,,
4007,6766,Equatorial Guinea,2020-02-02,0,46.66573975,0.591,,
4008,6765,Equatorial Guinea,2020-02-03,0,46.66573975,0.591,,
4009,6776,Equatorial Guinea,2020-02-04,0,46.66573975,0.591,,
4010,6791,Equatorial Guinea,2020-02-05,0,46.66573975,0.591,,
4011,6804,Equatorial Guinea,2020-02-06,0,46.66573975,0.591,,
4012,6792,Equatorial Guinea,2020-02-07,0,46.66573975,0.591,,
4013,6816,Equatorial Guinea,2020-02-08,0,46.66573975,0.591,,
4014,6815,Equatorial Guinea,2020-02-09,0,46.66573975,0.591,,
4015,6814,Equatorial Guinea,2020-02-10,0,46.66573975,0.591,,
4016,6813,Equatorial Guinea,2020-02-11,0,46.66573975,0.591,,
4017,6812,Equatorial Guinea,2020-02-12,0,46.66573975,0.591,,
4018,6811,Equatorial Guinea,2020-02-13,0,46.66573975,0.591,,
4019,6810,Equatorial Guinea,2020-02-14,0,46.66573975,0.591,,
4020,6809,Equatorial Guinea,2020-02-15,0,46.66573975,0.591,,
4021,6808,Equatorial Guinea,2020-02-16,0,46.66573975,0.591,,
4022,6807,Equatorial Guinea,2020-02-17,0,46.66573975,0.591,,
4023,6806,Equatorial Guinea,2020-02-18,0,46.66573975,0.591,,
